adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,belongs_to_collection.id,belongs_to_collection.name,belongs_to_collection.poster_path,belongs_to_collection.backdrop_path
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/fZQhdNbTG5KGiPJRrccy1s2FLo5.jpg,,10000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",,404791.0,tt4940370,sv,Hundraettåringen som smet från notan och försvann,"Drinking the tasty Folk Soda puts a spring in the 101 Year Old Man’s step and his next adventure takes him around the World and back to Sweden, during which time he is chased by the CIA, a Balinese debt collector and becomes an executive at a soft drink company.",10.394,/eIDOtXucNE2F1mwTyw6JB8m74wU.jpg,"[{'id': 28005, 'logo_path': '/eaHxuuLNWXArn3mHkj0vdTfBgI4.png', 'name': 'Nice Drama', 'origin_country': 'SE'}, {'id': 28004, 'logo_path': None, 'name': 'Nice FLX Pictures', 'origin_country': 'SE'}, {'id': 2801, 'logo_path': '/bswb1PLLsKDUXMLgy42bZtCtIde.png', 'name': 'Film i Väst', 'origin_country': 'SE'}, {'id': 50804, 'logo_path': None, 'name': 'Nordsvensk Filmunderhållning', 'origin_country': 'SE'}, {'id': 12925, 'logo_path': None, 'name': 'The Walt Disney Company Nordic', 'origin_country': 'SE'}, {'id': 74741, 'logo_path': None, 'name': 'RG Production', 'origin_country': 'SE'}, {'id': 2802, 'logo_path': '/x3cLK4hmrDxBeoD7eWbfJL2dGxP.png', 'name': 'TV4', 'origin_country': 'SE'}, {'id': 5892, 'logo_path': '/AlfRSqTMw9RIHR2RIzy4pkcaXnY.png', 'name': 'Buena Vista International', 'origin_country': 'US'}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2016-12-25,0.0,108.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,False,6.4,168.0,501772.0,The 100-Year Old Man Collection,/pltGbYWNvCUw0G018k7byKNJyWE.jpg,/i7aSKKP2C2qH53k3L7Wgm7yYZUt.jpg
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/v5C8SDi6nGYI0dLbegvTyrU581p.jpg,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,323674.0,tt3799372,en,6 Years,"A young couple bound by a seemingly ideal love, begins to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined.",10.102,/dE9kVpWI2F5jI8LGWby5t7iFwXe.jpg,"[{'id': 1974, 'logo_path': '/t8p2PpDBJo282a5TTr6Ln0wVkMZ.png', 'name': 'Duplass Brothers Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-03-14,0.0,84.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,6 Years,False,5.438,689.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/ckAwjXyW7LQEbvjdbzJGEJNSfWl.jpg,,0.0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",https://www.bbc.co.uk/programmes/b06t0rlh,374252.0,tt5174284,en,Shaun the Sheep: The Farmer's Llamas,"In The Farmer's Llamas the wily sheep bluffs his dim-witted farmer master into bidding for three llamas at a county fair. Once they show up at the farm, however, they cause such chaotic destructive mayhem that Shaun has to carefully remove them – high speed chases, careful rooftop scrambles and dangerous falls ensue.",5.879,/21laLCk0pmTKpLybSFPwZUFNSD6.jpg,"[{'id': 297, 'logo_path': '/58TnhYZqbMYgkHM6lg7dJoYJ4RH.png', 'name': 'Aardman', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2015-11-13,0.0,30.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Shaun the Sheep: The Farmer's Llamas,False,6.613,40.0,,,,
False,/cx6DToAjRPlkOmmI5gN7Ho6lIvY.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,352025.0,tt1918911,fr,Un + une,A successful film composer falls in love when he travels to India to work on a Bollywood retelling of Romeo and Juliet.,7.091,/oC8KSDaNr9C1SbaWz0T7N3MgeHR.jpg,"[{'id': 1742, 'logo_path': '/kxKBr4UuwuVdMhuunZ579vWd5in.png', 'name': 'Les Films 13', 'origin_country': 'FR'}, {'id': 71510, 'logo_path': None, 'name': 'JD Prod', 'origin_country': ''}, {'id': 83, 'logo_path': '/9OQ0rm55xtlgX7KcAKMUePJSrQc.png', 'name': 'France 2 Cinéma', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 342, 'logo_path': None, 'name': 'Davis Films', 'origin_country': 'FR'}, {'id': 16419, 'logo_path': None, 'name': 'Metropolitan Films', 'origin_country': 'FR'}, {'id': 100125, 'logo_path': None, 'name': 'Mister Smith Entertainment', 'origin_country': 'GB'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2015-12-09,0.0,115.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Un + une,False,5.808,180.0,,,,
False,/t4jW9xxFROuGPBMSK0Qy6kyF88o.jpg,,940000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,329135.0,tt4271820,ta,ஓ காதல் கண்மணி,Adhi and Tara are in a live-in relationship but they are both unwilling to get married. How do they realize that marriage is just a natural progression of their relationship?,4.831,/ucFmFcgtsaRMfsXfq8pvOK2Gu9.jpg,"[{'id': 3118, 'logo_path': '/jXbf95osKAVplKg6cwLDUldS6CG.png', 'name': 'Madras Talkies', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2015-04-16,5100000.0,139.0,"[{'english_name': 'Tamil', 'iso_639_1': 'ta', 'name': 'தமிழ்'}]",Released,Plans Open Tomorrow.,OK Kanmani,False,6.798,47.0,,,,
False,/8YXVfwmXoGgxvk0P9xaZMFd34Cj.jpg,,40000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",https://www.netflix.com/title/80091658,339396.0,tt1542768,en,True Memoirs of an International Assassin,"After a publisher changes a writer's debut novel about a deadly assassin from fiction to nonfiction, the author finds himself thrust into the world of his lead character, and must take on the role of his character for his own survival.",11.832,/hPoSSqDqkKSIP2l3t6pyre9u5Ze.jpg,"[{'id': 24277, 'logo_path': '/mRSBVNNL2lZvJKVGjlxeUQVRc6X.png', 'name': 'PalmStar Media', 'origin_country': 'US'}, {'id': 8000, 'logo_path': '/f8NwLg72BByt3eav7lX1lcJfe60.png', 'name': 'Broken Road Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-11-11,0.0,98.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The man. The myth. The memoirs.,True Memoirs of an International Assassin,False,5.752,710.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/2IJkJ0WNcO3dBbzQpbkQrkPFyOn.jpg,,0.0,"[{'id': 28, 'name': 'Action'}]",,436356.0,tt5659172,ja,HiGH&LOW THE MOVIE,"S.W.O.R.D. Chiku is a devastated and dangerous town with 5 gangs - Sannoh Rengokai, White Rascals, Oya Kohkoh, Rude Boys and Daruma Ikka - fighting fiercely. The name S.W.O.R.D. comprises of the first letter in each of these gangs. Before these 5 gangs, the legendary Mugen gang dominated the town. Mugen and the Amamiya Brothers (who did not submit to Mugen) clashed and Mugen disbanded, but ...",6.189,/aa3THDYIUtzGduNUwONAQ5duROL.jpg,"[{'id': 192, 'logo_path': '/93eAKlnQecDdMtucfOprzcjMw9V.png', 'name': 'Shochiku', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2016-07-16,0.0,129.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,High & Low The Movie,False,5.967,15.0,473848.0,High & Low Collection,,/xqBVXnofSpAIedQwTD2TBVsDlB6.jpg
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/hXTRI7E5KUI5Q5H4hXKaZUywqPe.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",,364223.0,tt5205210,en,Strange Weather,"Years after her son's suicide, a woman longs to confront both the past and a friend of his who took his business idea.",8.198,/vlw625tmRD1qFIy4JiOZzQKc98P.jpg,"[{'id': 68276, 'logo_path': None, 'name': 'Kalamalka Productions Limited', 'origin_country': ''}, {'id': 3766, 'logo_path': None, 'name': 'Ideal Partners', 'origin_country': 'US'}, {'id': 52352, 'logo_path': '/dHjAAPaqpjsikkKzmhZ4ofQaEkQ.png', 'name': 'Great Point Media', 'origin_country': 'GB'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-09-12,0.0,95.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Strange Weather,False,5.848,46.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/wz8DmIrlIL6SugjXy3cQtiLBt3z.jpg,,6000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,430161.0,tt4944658,es,El faro de las orcas,A mother travels to Patagonia with her autistic son with the hope that a ranger and a pod of wild orcas can help him find an emotional connection.,11.067,/yDi2k4wScLHDSoz1b2ak1MNHQAX.jpg,"[{'id': 10046, 'logo_path': '/3guxqdOBP4xtfmSy6YMZPVGTfro.png', 'name': 'Wanda Visión', 'origin_country': 'ES'}, {'id': 89299, 'logo_path': None, 'name': 'Cinemanía', 'origin_country': 'AR'}, {'id': 34259, 'logo_path': '/qUcQmkCRJA3jjxqZBlJybWRmTsI.png', 'name': 'Pampa Films', 'origin_country': 'AR'}, {'id': 9974, 'logo_path': '/jd5x1rD18FAswqv1tRwPJCSbRGz.png', 'name': 'ICAA', 'origin_country': 'ES'}, {'id': 118863, 'logo_path': None, 'name': 'Puenzo Hermanos', 'origin_country': ''}, {'id': 65091, 'logo_path': '/7D7JB71JEiWigcRwkUawvukMocx.png', 'name': 'Programa Ibermedia', 'origin_country': 'ES'}, {'id': 6458, 'logo_path': '/eT4oMUK7ODM0vvZue8yq3Ojwqf8.png', 'name': 'INCAA', 'origin_country': 'AR'}, {'id': 981, 'logo_path': '/pkrdO9ykplO4Zc8edikoSX5APUN.png', 'name': 'TVE', 'origin_country': 'ES'}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2016-12-16,0.0,110.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,A place to dream,The Lighthouse of the Orcas,False,6.985,194.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/k7coKB2VvMED4pZdXZeYi4BOgHo.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",https://www.abramorama.com/film/2018/2/10/heneral-luna,359105.0,tt4944352,tl,Heneral Luna,A Filipino general who believes he can turn the tide of battle in the Philippine-American war. But little does he know that he faces a greatest threat to the country's revolution against the invading Americans.,4.28,/vCwbsgkdzpgTADyaa3g4jaWVAaR.jpg,"[{'id': 63306, 'logo_path': '/jS3FmCbPgUrBtYIDpwWsROBW2un.png', 'name': 'Artikulo Uno Productions', 'origin_country': 'PH'}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",2015-09-09,0.0,118.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",Released,Nation or self?,Heneral Luna,False,7.6,36.0,747948.0,The Bayani Collection,/dKMzmdDwM9RL7X7IhHHCN1kU7XM.jpg,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/dtB4PPkZZzHSArWC3uc99K8HCDk.jpg,,17000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",,402672.0,tt3859980,hi,मोहेंजो डरो,"During the Indus valley civilization, an Indigo farmer strives for the justice and protection of the city of Mohenjo-Daro and its civilians from an evil politician.",7.078,/3k4ESzzPCQHwjPYJoI489Fk2jZc.jpg,"[{'id': 2320, 'logo_path': '/nSAXfUCy16cNRiPlBMHeb700t9p.png', 'name': 'UTV Motion Pictures', 'origin_country': 'IN'}, {'id': 3119, 'logo_path': None, 'name': 'Ashutosh Gowariker Productions', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2016-08-11,16000000.0,155.0,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Mohenjo Daro,False,6.338,68.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/tvu5xHWiq1jTQjlCDpMKw8NpPiN.jpg,,13000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",,338065.0,tt4110568,hi,दिल धड़कने दो,"On a cruise to celebrate their parents' 30th wedding anniversary, a brother and sister deal with the impact of family considerations on their romantic lives.",7.994,/ApyXce8aQ5xaNXUd8XKd9JaPVwa.jpg,"[{'id': 20656, 'logo_path': None, 'name': 'Babieka Films', 'origin_country': 'ES'}, {'id': 2934, 'logo_path': '/bFoQPEgrOKeQWPBM0RIkfaR3etq.png', 'name': 'Excel Entertainment', 'origin_country': 'IN'}, {'id': 63187, 'logo_path': '/21kiiZYx0WVFMurYygjGacE3eBz.png', 'name': 'Junglee Pictures', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2015-06-04,22000000.0,170.0,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Dil Dhadakne Do,False,6.873,118.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/410blM5fXyd6EbKUjVw5xtz7pK4.jpg,,4000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,364615.0,tt4213806,es,Toro,"Toro (Spanish for ""Bull"") is a young con man and the right hand of Romano, a powerful mob boss in Torremolinos, Málaga (Andalusia, south to Spain). After Toro decides to leave Romano to get a life free of crime, his last sting fails, resulting one of his brothers dead and he sent to jail. Five years later, Romano realizes that López, Toro's older brother, is robbing him money from his tourism business and he orders to kidnap Diana, López's little daughter, until this one get back the money. Without options, López visits Toro, now a touristic driver with the third grade prison close to get the parole, who only wants to be free to marry his girlfriend Estrella. When Toro accepts to help López and both meet Romano looking for a solution, Toro ends attacking Romano's men and fleeing with Diana, trying to escape from Romano's revenge. But Romano starts a ruthless searching for they three, meanwhile Toro counts the hours to back the prison according to the third grade...",8.77,/4VTgL6uCdR90w1qKInmidWSd3OB.jpg,"[{'id': 29566, 'logo_path': '/wHbtRtUnXGNzX0riQIpq1fcgueq.png', 'name': 'Atresmedia', 'origin_country': 'ES'}, {'id': 7847, 'logo_path': None, 'name': 'Escándalo Films', 'origin_country': 'ES'}, {'id': 8111, 'logo_path': None, 'name': 'Apaches Entertainment', 'origin_country': 'ES'}, {'id': 8193, 'logo_path': '/3DzaUV9bMcQ9wOocHbO5qIwOLRx.png', 'name': 'ZircoZine', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2016-04-22,1903083.0,105.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Toro,False,6.007,146.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/5VSraHhuN5EeP2qxfF5aAvMmHIH.jpg,,2577217.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",https://www.pupkin.com/project/riphagen-serie,400387.0,tt4969044,nl,Riphagen,"Amsterdam, Netherlands, 1944, during World War II. Andries Riphagen, a powerful underworld boss, has made his fortune by putting his many criminal talents at the service of the Nazi occupiers. But the long battle is about to end and the freedom fighters, who have been persecuted and murdered for years, are abandoning their hideouts to mercilessly hunt down those who have collaborated with the killers.",8.457,/u8OWkOvW6p31QsmQ4j32ZphPL24.jpg,"[{'id': 2198, 'logo_path': None, 'name': 'Pupkin', 'origin_country': 'NL'}, {'id': 8659, 'logo_path': '/96hCWEsfmTZQsoUap0CcG21qaA.png', 'name': 'VPRO', 'origin_country': 'NL'}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",2016-09-22,0.0,132.0,"[{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Riphagen the Untouchable,False,6.507,149.0,,,,
False,/4RlK4E5Q2Gd1Exmmji8YATbZYhS.jpg,,11000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,337876.0,tt2424988,hi,Gabbar Is Back,A vigilante network taking out corrupt officials draws the notice of the authorities.,7.875,/21hOPX4SLVkwACuSXgGpbTIixx4.jpg,"[{'id': 6808, 'logo_path': '/xa1Yz7B5eRC2F9oHA6mDn8NE6ci.png', 'name': 'Viacom18 Studios', 'origin_country': 'IN'}, {'id': 95250, 'logo_path': '/wfq2y8bNyrSRJ04mnioX7QrAKH.png', 'name': 'Bhansali Productions', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2015-05-01,41000000.0,130.0,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Gabbar Is Back,False,7.062,97.0,,,,
False,/nuu5M3tfTdngW5t9mGJOtIU0eRL.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,354544.0,tt4512714,en,Demetri Martin: Live (At The Time),"Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special.",5.397,/5I5icNRfvpMbbNboGaI8nUlSZw6.jpg,"[{'id': 21206, 'logo_path': None, 'name': 'New Wave Entertainment Television', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-03-10,0.0,61.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Demetri Martin: Live (At The Time),False,7.0,51.0,,,,
False,/wlZFLvT6GEHatSVaiY0QHVgUS6X.jpg,,0.0,"[{'id': 10751, 'name': 'Family'}]",,470412.0,tt5275236,ie,4K Fireplace,"Enjoy this crackling fireplace during a holiday party or a cozy night in. Shot in stunning 4K Ultra HD, this music-free fireplace video flickers, crackles and adds warmth to any room. Loop video playback for continuous enjoyment.",0.861,/eRbGaoXTWKbGZV4ibQNJNCi0Szn.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-09-01,0.0,0.0,[],Released,,4K Fireplace,True,6.0,5.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/gqhVcyqtMsK2T8F5AkbDmUU5SLs.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",https://www.netflix.com/title/80095197,423093.0,tt5517438,es,7 años,The drama is centered on four friends and business partners who in one evening are forced to find a way to save their company and themselves. The impossible decision they face is agreeing on who will be the one to sacrifice their freedom to save the others from personal and financial demise. It is a race against time that will put their friendship and sanity to the test. Who will take the fall?,8.647,/bCTYNDhPLhtVQFrd2aJ7c94bMfW.jpg,"[{'id': 99863, 'logo_path': None, 'name': 'Metronome Musica de Peliculas', 'origin_country': ''}, {'id': 22072, 'logo_path': None, 'name': 'Cactus Flower', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2016-10-28,0.0,77.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Four partners. One crime. Who will pay?,7 años,False,6.331,175.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/xvAY4zRP4J74v1ROIOGjtm07oYA.jpg,,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",http://jungleepictures.com/talvar/,353464.0,tt4934950,hi,तलवार,A hardened cop deals with three conflicting perspectives involving a brutal double murder. The case is complicated as the prime suspects are the parents who supposedly killed their teenage daughter.,8.814,/ldwvhHfD8olH6F1nAvAwl7naOK.jpg,"[{'id': 13678, 'logo_path': None, 'name': 'Vishal Bhardwaj Pictures', 'origin_country': ''}, {'id': 64666, 'logo_path': None, 'name': 'Jar Pictures', 'origin_country': ''}, {'id': 63187, 'logo_path': '/21kiiZYx0WVFMurYygjGacE3eBz.png', 'name': 'Junglee Pictures', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2015-09-14,0.0,132.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Talvar,False,7.489,135.0,,,,
False,/lVcpdN5SG2pXQFBO9Hn4apprgkZ.jpg,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,330037.0,tt3802576,hi,ब्रदर्स,"David and Monty, estranged half-brothers, train in mixed martial arts to earn a livelihood. However, things change when the two are forced to compete against each other in the final tournament.",8.935,/kjZv4IbGdn84Bxqt3aBB6zlWZPK.jpg,"[{'id': 19146, 'logo_path': '/5Ff25ornzVNhm5skuAvMAR556NB.png', 'name': 'Dharma Productions', 'origin_country': 'IN'}, {'id': 158444, 'logo_path': '/46V6pgfiaTweJ08ErYveQbkHisu.png', 'name': 'Endemol Shine India', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2015-08-14,0.0,156.0,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Blood Against Blood,Brothers,False,6.537,67.0,,,,
False,/i24FmWwXtOIKMNHWb0HC8AAEeoB.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",https://www.netflix.com/title/80117628,429801.0,tt6302122,en,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,"Hawaiian-shirt enthusiast Gabriel ""Fluffy"" Iglesias finds the laughs in racist gift baskets, Prius-driving cops and all-female taco trucks.",3.847,/5u5YH3WPPhVqDWXYXqXddhIiQMT.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-12-20,0.0,87.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,False,7.0,54.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/AbxCR6bIKh9JKyb9WqRsI8Z79Uf.jpg,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,363413.0,tt4430136,hi,Pyaar Ka Punchnama 2,"After falling in love, three roommates experience changes in their lives.",3.35,/2EjMwAPh8ILLZloqr5U42BCoWMe.jpg,"[{'id': 65217, 'logo_path': '/jnxCP5z53ulAE2uDr30acFTx5qP.png', 'name': 'Zee Music Company', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2015-10-16,0.0,159.0,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Pyaar Ka Punchnama 2,False,6.836,58.0,505479.0,Pyaar Ka Punchnama Collection,/qGE8SUFczhqpXUUVSb5i0RXC5ca.jpg,/tCcXxujtGoSjbxrNmQkLLMiEBim.jpg
False,/ppXVyTYMaYIgr7F5XH46R3bWgP.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",,336805.0,tt4685750,ar,الزين اللي فيك,A social drama about four marginalized prostitutes in Marrakech and their complex relations with their families and society at large.,5.904,/h2Kms0wHMeXK4vYbDmlap1P4rFM.jpg,"[{'id': 58725, 'logo_path': '/sUK2hSuo2ZXdu8rP66iOwGTng11.png', 'name': ""Ali'n Productions"", 'origin_country': 'MA'}, {'id': 20219, 'logo_path': None, 'name': 'Les Films du Nouveau Monde', 'origin_country': 'FR'}, {'id': 79321, 'logo_path': None, 'name': 'New District', 'origin_country': ''}, {'id': 79322, 'logo_path': '/txqLPA3VSO3PSKFB5Otp9kroHGd.png', 'name': 'Barney Production', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'MA', 'name': 'Morocco'}]",2015-06-26,0.0,108.0,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Much Loved,False,6.1,125.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/iIW0zcrF1s1WrmxoF1ntsFNqekR.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,369927.0,tt5226380,tl,A Second Chance,"Popoy and Basha have had a wonderful wedding, but their subsequent married life turns out to be extremely difficult.",3.189,/82FpLp4gYMguvIyzu8RD2eQ0TlC.jpg,"[{'id': 4676, 'logo_path': '/fu7gOKwS2l2fiFlEQFamITFEWDk.png', 'name': 'Star Cinema – ABS-CBN Film Productions', 'origin_country': 'PH'}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",2015-11-25,9316179.0,130.0,"[{'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",Released,,A Second Chance,False,6.55,10.0,527941.0,One More Chance Collection,,
