,0
5349,tt15241504
5350,tt14137570
5351,tt2076537
5352,tt21797312
5353,tt23745096
5354,tt6472184
5355,tt10384812
5356,tt0698033
5357,tt10368340
5358,tt27098777
5359,tt1105730
5360,tt1327888
5361,tt24859760
5362,tt15384372
5363,tt9298350
5364,tt1849650
5365,tt18238424
5366,tt9259750
5367,tt9058744
5368,tt7676656
5369,tt13219456
5370,tt4360692
5371,tt5400848
5372,tt3912792
5373,tt1848023
5374,tt16444724
5375,tt24985836
5376,tt1957937
5377,tt11631202
5378,tt3408538
5379,tt5241074
5380,tt0022576
5381,tt15157964
5382,tt9376546
5383,tt18940472
5384,tt14561460
5385,tt21274608
5386,tt9394188
5387,tt7075116
5388,tt13630724
5389,tt0200961
5390,tt8640574
5391,tt5158526
5392,tt16072128
5393,tt13927382
5394,tt7770020
5395,tt5385000
5396,tt12022100
5397,tt13054186
5398,tt13233210
5399,tt3931352
5400,tt26696791
5401,tt10588240
5402,tt15032144
5403,tt11883108
5404,tt16900130
5405,tt3935362
5406,tt6488982
5407,tt2374486
5408,tt0014094
5409,tt3319096
5410,tt1835317
5411,tt15010936
5412,tt0085349
5413,tt2272815
5414,tt9354522
5415,tt4466318
5416,tt4272750
5417,tt1673751
5418,tt12174128
5419,tt3103476
5420,tt1025095
5421,tt1643477
5422,tt0489952
5423,tt0235600
5424,tt27505321
5425,tt4811228
5426,tt11656232
5427,tt15071168
5428,tt8955942
5429,tt20853672
5430,tt12790944
5431,tt6986106
5432,tt13069620
5433,tt15252516
5434,tt15385300
5435,tt4722746
5436,tt5433440
5437,tt0891574
5438,tt1875212
5439,tt25830438
5440,tt0304332
5441,tt11072006
5442,tt3429100
5443,tt5904188
5444,tt1081231
5445,tt2426054
5446,tt21260262
5447,tt13742948
5448,tt2109455
5449,tt6277114
5450,tt13900374
5451,tt15056382
5452,tt2021498
5453,tt6487224
5454,tt12307506
5455,tt21101392
5456,tt15104374
5457,tt0099272
5458,tt0410878
5459,tt8074466
5460,tt14769908
5461,tt16733110
5462,tt0121990
5463,tt0656129
5464,tt24349856
5465,tt5221884
5466,tt5819504
5467,tt14781362
5468,tt24226364
5469,tt26684910
5470,tt21290932
5471,tt8537458
5472,tt0199748
5473,tt12594346
5474,tt8046902
5475,tt24531978
5476,tt1961458
5477,tt12591520
5478,tt0881239
5479,tt7846816
5480,tt0871025
5481,tt5360804
5482,tt3540270
5483,tt3048436
5484,tt6244956
5485,tt5931482
5486,tt24163732
5487,tt6926846
5488,tt1131337
5489,tt21928600
5490,tt11972336
5491,tt0701302
5492,tt9438134
5493,tt1730950
5494,tt6625208
5495,tt12625098
5496,tt14039148
5497,tt15258928
5498,tt14600928
5499,tt7668334
5500,tt10644796
5501,tt8298404
5502,tt0116036
5503,tt7152978
5504,tt13442568
5505,tt6770576
5506,tt3436280
5507,tt10734786
5508,tt5392564
5509,tt11055822
5510,tt0571363
5511,tt4170084
5512,tt5159970
5513,tt6113232
5514,tt2875264
5515,tt2819450
5516,tt1542370
5517,tt2225939
5518,tt11429052
5519,tt5479878
5520,tt17715990
5521,tt18955838
5522,tt3803034
5523,tt14388922
5524,tt20852464
5525,tt10086104
5526,tt1241367
5527,tt13440216
5528,tt21315814
5529,tt1903989
5530,tt11216502
5531,tt7495922
5532,tt1842458
5533,tt1627692
5534,tt19487492
5535,tt24863874
5536,tt3943210
5537,tt25871506
5538,tt21842570
5539,tt1712668
5540,tt15584518
5541,tt2186569
5542,tt2058823
5543,tt1103154
5544,tt3972304
5545,tt4904078
5546,tt2506142
5547,tt3351232
5548,tt1947108
5549,tt1051384
5550,tt8555428
5551,tt2729334
5552,tt8698746
5553,tt3474080
5554,tt21323316
5555,tt0503955
5556,tt24226006
5557,tt18568992
5558,tt16334718
5559,tt15973518
5560,tt8349424
5561,tt14015488
5562,tt6195896
5563,tt9494172
5564,tt13528354
5565,tt0283823
5566,tt2183970
5567,tt26236516
5568,tt1360644
5569,tt5660776
5570,tt3781608
5571,tt1043416
5572,tt0042262
5573,tt13804532
5574,tt26764754
5575,tt0335757
5576,tt2107334
5577,tt10164444
5578,tt8286936
5579,tt0106595
5580,tt0031656
5581,tt15444582
5582,tt0171772
5583,tt6303150
5584,tt1186246
5585,tt0148992
5586,tt1377159
5587,tt2322215
5588,tt9549558
5589,tt0299241
5590,tt13227326
5591,tt0937619
5592,tt27442731
5593,tt5429144
5594,tt21213554
5595,tt9644698
5596,tt5693330
5597,tt0726873
5598,tt13168958
5599,tt25387738
5600,tt2060171
5601,tt23551684
5602,tt13261316
5603,tt24053666
5604,tt15638526
5605,tt13726422
5606,tt9187984
5607,tt20749900
5608,tt2815560
5609,tt26937925
5610,tt22953258
5611,tt12263776
5612,tt17081584
5613,tt0052105
5614,tt0174764
5615,tt3763782
5616,tt0480927
5617,tt6508730
5618,tt11232878
5619,tt12898038
5620,tt15148176
5621,tt7053184
5622,tt1808423
5623,tt11801996
5624,tt3172090
5625,tt0674008
5626,tt0049762
5627,tt0515415
5628,tt11421454
5629,tt3055300
5630,tt12155030
5631,tt8771318
5632,tt21611376
5633,tt0586694
5634,tt1114525
5635,tt3744934
5636,tt1676462
5637,tt25401094
5638,tt1029128
5639,tt25039756
5640,tt2369888
5641,tt1011841
5642,tt6487076
5643,tt21407526
5644,tt21088116
5645,tt16837788
5646,tt13023762
5647,tt10637100
5648,tt1346777
5649,tt5409774
5650,tt8799922
5651,tt3851806
5652,tt4063580
5653,tt0068297
5654,tt1764285
5655,tt5122896
5656,tt14423636
5657,tt3532104
5658,tt15342738
5659,tt10438020
5660,tt0409756
5661,tt13361108
5662,tt0926446
5663,tt0562216
5664,tt0389796
5665,tt21892978
5666,tt7643098
5667,tt2283550
5668,tt3314336
5669,tt11114208
5670,tt2004860
5671,tt26678295
5672,tt1206585
5673,tt11857240
5674,tt9880576
5675,tt18350364
5676,tt8224898
5677,tt11827934
5678,tt2580424
5679,tt12696202
5680,tt1304966
5681,tt11978248
5682,tt9062174
5683,tt7727720
5684,tt3473180
5685,tt13703412
5686,tt10632072
5687,tt10563656
5688,tt2278519
5689,tt12710694
5690,tt0167369
5691,tt7477878
5692,tt11338574
5693,tt0759940
5694,tt1466576
5695,tt8309830
5696,tt12315612
5697,tt0521416
5698,tt27010721
5699,tt11369852
5700,tt2058689
5701,tt3254494
5702,tt14724452
5703,tt22265062
5704,tt1159879
5705,tt14065244
5706,tt2747430
5707,tt0011735
5708,tt13174084
5709,tt9769494
5710,tt12185222
5711,tt7697572
5712,tt16197514
5713,tt0633103
5714,tt15322806
5715,tt15942950
5716,tt2047747
5717,tt11790662
5718,tt1976972
5719,tt10246900
5720,tt0358212
5721,tt12108978
5722,tt13219414
5723,tt0280753
5724,tt1223570
5725,tt10619308
5726,tt18213046
5727,tt27073004
5728,tt3160612
5729,tt1621155
5730,tt5219352
5731,tt15466768
5732,tt1937661
5733,tt0435725
5734,tt16335326
5735,tt5252198
5736,tt8909518
5737,tt7579356
5738,tt1855873
5739,tt2848862
5740,tt12865262
5741,tt15113068
5742,tt11268310
5743,tt1611426
5744,tt16899410
5745,tt14294142
5746,tt3964780
5747,tt3701048
5748,tt1158394
5749,tt1139279
5750,tt8969308
5751,tt0019198
5752,tt10585698
5753,tt0686208
5754,tt1198368
5755,tt5947890
5756,tt5780116
5757,tt3073024
5758,tt11048486
5759,tt1499806
5760,tt1792879
5761,tt8406896
5762,tt0306953
5763,tt10490344
5764,tt0087966
5765,tt0730292
5766,tt13099578
5767,tt12834666
5768,tt21295762
5769,tt21438392
5770,tt4434218
5771,tt1805150
5772,tt11454990
5773,tt0246038
5774,tt7175598
5775,tt7197370
5776,tt7132142
5777,tt12899578
5778,tt6885444
5779,tt13331020
5780,tt5250774
5781,tt22296382
5782,tt1591849
5783,tt18921200
5784,tt0276783
5785,tt9198894
5786,tt0505311
5787,tt1278872
5788,tt2210839
5789,tt5677322
5790,tt5344842
5791,tt21372880
5792,tt7993788
5793,tt2333181
5794,tt4867386
5795,tt22490868
5796,tt26693255
5797,tt9728972
5798,tt1071407
5799,tt2616134
5800,tt1126328
5801,tt10779130
5802,tt2019875
5803,tt1551699
5804,tt14486280
5805,tt0192575
5806,tt13729340
5807,tt12702686
5808,tt6935064
5809,tt7353874
5810,tt27079040
5811,tt12017264
5812,tt9448386
5813,tt9173528
5814,tt15272892
5815,tt13424510
5816,tt18821950
5817,tt15902022
5818,tt16278044
5819,tt4890206
5820,tt13657048
5821,tt12873696
5822,tt4706852
5823,tt11653360
5824,tt1094903
5825,tt12644512
5826,tt26916892
5827,tt23909938
5828,tt0218872
5829,tt7444618
5830,tt13670690
5831,tt15694862
5832,tt1849088
5833,tt11488750
5834,tt0877904
5835,tt14169370
5836,tt8373152
5837,tt2725864
5838,tt8796332
5839,tt0157666
5840,tt15758040
5841,tt24076056
5842,tt13539644
5843,tt2103352
5844,tt0022326
5845,tt3789812
5846,tt9433670
5847,tt15337750
5848,tt21803678
5849,tt2760476
5850,tt10262264
5851,tt6082818
5852,tt9558058
5853,tt0164508
5854,tt5609946
5855,tt11164538
5856,tt9411568
5857,tt10410598
5858,tt1342940
5859,tt13869944
5860,tt13856218
5861,tt16268940
5862,tt11193450
5863,tt5551294
5864,tt0693047
5865,tt12888846
5866,tt0665396
5867,tt5100870
5868,tt9455054
5869,tt13219028
5870,tt12173498
5871,tt15108248
5872,tt1077354
5873,tt10811016
5874,tt1696919
5875,tt5908602
5876,tt0775646
5877,tt1249433
5878,tt5628850
5879,tt5709142
5880,tt9133408
5881,tt0085558
5882,tt3452076
5883,tt22481120
5884,tt4298338
5885,tt11554188
5886,tt5419492
5887,tt5025650
5888,tt9348598
5889,tt10568866
5890,tt1080947
5891,tt13123450
5892,tt17542734
5893,tt5958340
5894,tt0854760
5895,tt9649642
5896,tt16090396
5897,tt2461982
5898,tt1585365
5899,tt15765506
5900,tt5868962
5901,tt8348364
5902,tt6604422
5903,tt9809582
5904,tt2170714
5905,tt2289338
5906,tt13575996
5907,tt3095202
5908,tt22027320
5909,tt13170324
5910,tt0249198
5911,tt1764259
5912,tt13927946
5913,tt8909516
5914,tt8773764
5915,tt10445572
5916,tt21832184
5917,tt6558838
5918,tt7610088
5919,tt1137582
5920,tt1478171
5921,tt7460178
5922,tt12895728
5923,tt11142772
5924,tt0131668
5925,tt5834456
5926,tt3796530
5927,tt3523684
5928,tt0447255
5929,tt9385878
5930,tt18971686
5931,tt1254188
5932,tt12952652
5933,tt10036324
5934,tt11408090
5935,tt10629256
5936,tt12303856
5937,tt0717593
5938,tt10227044
5939,tt21414374
5940,tt10296944
5941,tt1205695
5942,tt16422610
5943,tt13819354
5944,tt3813050
5945,tt0380509
5946,tt5489694
5947,tt21190298
5948,tt7637394
5949,tt10661230
5950,tt8499888
5951,tt1703006
5952,tt5010712
5953,tt5011950
5954,tt15009860
5955,tt7379850
5956,tt5651902
5957,tt0535225
5958,tt14277866
5959,tt21231864
5960,tt10943746
5961,tt22528290
5962,tt9612786
5963,tt1335576
5964,tt10702314
5965,tt2003129
5966,tt0104928
5967,tt2930144
5968,tt5658640
5969,tt13157530
5970,tt5475352
5971,tt5394554
5972,tt8228400
5973,tt4979564
5974,tt26906450
5975,tt12842282
5976,tt1334469
5977,tt2181945
5978,tt7285454
5979,tt0040287
5980,tt11341644
5981,tt9582404
5982,tt10508618
5983,tt15848150
5984,tt13698574
5985,tt2770152
5986,tt3067048
5987,tt2382337
5988,tt0718674
5989,tt1995218
5990,tt9457348
5991,tt11328566
5992,tt19413978
5993,tt12634182
5994,tt6557554
5995,tt26657226
5996,tt1414002
5997,tt16297732
5998,tt10240488
5999,tt0617927
6000,tt15834862
6001,tt16900648
6002,tt1467121
6003,tt0080615
6004,tt12957294
6005,tt0156734
6006,tt2036970
6007,tt12502894
6008,tt18748534
6009,tt21932392
6010,tt10354638
6011,tt6516280
6012,tt0653826
6013,tt1885624
6014,tt3539492
6015,tt5211934
6016,tt6475494
6017,tt11086824
6018,tt13129142
6019,tt22374330
6020,tt1568447
6021,tt2199484
6022,tt7014896
6023,tt11063444
6024,tt0047205
6025,tt10610538
6026,tt6437166
6027,tt6352598
6028,tt2373312
6029,tt1862393
6030,tt2272635
6031,tt27146765
6032,tt9209174
6033,tt5413040
6034,tt1480607
6035,tt13198348
6036,tt12437152
6037,tt0601587
6038,tt23849370
6039,tt10858770
6040,tt21975720
6041,tt0816262
6042,tt13803750
6043,tt14570622
6044,tt0915411
6045,tt10042670
6046,tt15292022
6047,tt3975316
6048,tt7096406
6049,tt10701078
6050,tt3834236
6051,tt11371006
6052,tt3741206
6053,tt11435454
6054,tt8432596
6055,tt8760280
6056,tt11488400
6057,tt1376112
6058,tt19710444
6059,tt27216888
6060,tt9646318
6061,tt21082416
6062,tt7284340
6063,tt1707779
6064,tt6748454
6065,tt20875012
6066,tt15895156
6067,tt9013382
6068,tt21100120
6069,tt9656174
6070,tt22884888
6071,tt0198675
6072,tt3480172
6073,tt0701367
6074,tt0857336
6075,tt8603654
6076,tt16292842
6077,tt27432882
6078,tt15377236
6079,tt7388500
6080,tt1198319
6081,tt17662598
6082,tt8600584
6083,tt2104664
6084,tt0071848
6085,tt0933617
6086,tt12151110
6087,tt4394400
6088,tt25811544
6089,tt8656998
6090,tt2145575
6091,tt1832388
6092,tt0211562
6093,tt9407586
6094,tt1419533
6095,tt4734978
6096,tt4516620
6097,tt2058671
6098,tt21850592
6099,tt3727228
6100,tt11730364
6101,tt1811313
6102,tt0603410
6103,tt11273384
6104,tt12973108
6105,tt2066321
6106,tt5788942
6107,tt0480125
6108,tt8419846
6109,tt13348280
6110,tt1724640
6111,tt9221862
6112,tt25815674
6113,tt10365108
6114,tt3502728
6115,tt0295393
6116,tt5885096
6117,tt10354604
6118,tt6052954
6119,tt1089684
6120,tt14380556
6121,tt2393913
6122,tt0965740
6123,tt6866566
6124,tt1141312
6125,tt15224314
6126,tt14854934
6127,tt2864114
6128,tt10890674
6129,tt8695754
6130,tt8948914
6131,tt8263306
6132,tt1821034
6133,tt1592603
6134,tt4443188
6135,tt2311041
6136,tt9249546
6137,tt13743090
6138,tt21831786
6139,tt7854804
6140,tt21319598
6141,tt16224046
6142,tt11070574
6143,tt1791046
6144,tt0469260
6145,tt14309286
6146,tt10112062
6147,tt0629439
6148,tt4822298
6149,tt4715960
6150,tt27409826
6151,tt11382198
6152,tt9085480
6153,tt0249154
6154,tt16353624
6155,tt23061626
6156,tt15611678
6157,tt19892582
6158,tt9095956
6159,tt1142292
6160,tt1669226
6161,tt6487034
6162,tt16312708
6163,tt12528078
6164,tt11768646
6165,tt16728556
6166,tt0681499
6167,tt2117906
6168,tt16310020
6169,tt25521702
6170,tt9021404
6171,tt8728014
6172,tt3535912
6173,tt0004106
6174,tt15528480
6175,tt5610592
6176,tt26470005
6177,tt2056656
6178,tt11708434
6179,tt3207544
6180,tt1128028
6181,tt12898684
6182,tt21314608
6183,tt14067238
6184,tt3096916
6185,tt14089366
6186,tt14674316
6187,tt21984334
6188,tt11246448
6189,tt1807737
6190,tt16317716
6191,tt2365007
6192,tt10469900
6193,tt21369196
6194,tt0633259
6195,tt4852300
6196,tt13661220
6197,tt14656014
6198,tt3672250
6199,tt4805102
6200,tt11460982
6201,tt11207352
6202,tt5754508
6203,tt1853676
6204,tt10180298
6205,tt1462090
6206,tt15973008
6207,tt23395374
6208,tt4994490
6209,tt5387994
6210,tt0496196
6211,tt5023618
6212,tt13478664
6213,tt1192330
6214,tt1693734
6215,tt5370990
6216,tt8328106
6217,tt1839367
6218,tt9353150
6219,tt11097172
6220,tt27429526
6221,tt9025258
6222,tt2562494
6223,tt26628447
6224,tt3157744
6225,tt16709146
6226,tt4456582
6227,tt12932080
6228,tt6994754
6229,tt2456196
6230,tt10069244
6231,tt0779647
6232,tt2170984
6233,tt23487776
6234,tt8987754
6235,tt20772022
6236,tt6497072
6237,tt5979472
6238,tt0495298
6239,tt8465576
6240,tt3479096
6241,tt0962728
6242,tt15886014
6243,tt10330178
6244,tt0207528
6245,tt2461772
6246,tt19631480
6247,tt23332658
6248,tt6279288
6249,tt11748910
6250,tt16307164
6251,tt5084972
6252,tt6890608
6253,tt7192630
6254,tt14699910
6255,tt2337599
6256,tt20896382
6257,tt1721804
6258,tt10317368
6259,tt8305468
6260,tt10697378
6261,tt0459288
6262,tt0616464
6263,tt0123676
6264,tt2023837
6265,tt9826030
6266,tt6463958
6267,tt3547142
6268,tt26250972
6269,tt0277832
6270,tt11246004
6271,tt1354963
6272,tt10117258
6273,tt1651723
6274,tt0613442
6275,tt7416056
6276,tt0978412
6277,tt14974442
6278,tt17541646
6279,tt0161851
6280,tt5526478
6281,tt1483204
6282,tt23460568
6283,tt1850331
6284,tt2018879
6285,tt10839466
6286,tt13067842
6287,tt0031674
6288,tt16981366
6289,tt3783968
6290,tt3562714
6291,tt7280236
6292,tt23843788
6293,tt3313324
6294,tt8327572
6295,tt9070032
6296,tt0198123
6297,tt9792230
6298,tt16413984
6299,tt0559069
6300,tt4214554
6301,tt8962056
6302,tt2208579
6303,tt1600915
6304,tt16463690
6305,tt7242238
6306,tt24565394
6307,tt9245882
6308,tt10292174
6309,tt15480716
6310,tt11450716
6311,tt14511564
6312,tt7671836
6313,tt10732348
6314,tt2571078
6315,tt1049222
6316,tt3434816
6317,tt21079516
6318,tt0955737
6319,tt1335554
6320,tt17664026
6321,tt13961362
6322,tt15885394
6323,tt1500155
6324,tt11808860
6325,tt14537212
6326,tt6851738
6327,tt2799622
6328,tt15293962
6329,tt5830398
6330,tt9360970
6331,tt12013480
6332,tt3273100
6333,tt5195122
6334,tt10226584
6335,tt9177094
6336,tt10875758
6337,tt9868320
6338,tt12433716
6339,tt12057448
6340,tt13852696
6341,tt0118748
6342,tt7171552
6343,tt4165482
6344,tt13388084
6345,tt27431250
6346,tt21653666
6347,tt8505998
6348,tt7334262
6349,tt4505942
6350,tt12632050
6351,tt8264918
6352,tt11454694
6353,tt15369082
6354,tt7432708
6355,tt4355618
6356,tt13317268
6357,tt5552138
6358,tt7556770
6359,tt27459806
6360,tt6635666
6361,tt2486312
6362,tt11678442
6363,tt5624814
6364,tt1610914
6365,tt23775038
6366,tt0796316
6367,tt0653615
6368,tt4214488
6369,tt2018183
6370,tt10818332
6371,tt7690926
6372,tt0032848
6373,tt23778866
6374,tt4951374
6375,tt5432950
6376,tt6220744
6377,tt12965756
6378,tt7158622
6379,tt3125718
6380,tt20764936
6381,tt5180200
6382,tt0670103
6383,tt14841864
6384,tt0434374
6385,tt5262474
6386,tt0583527
6387,tt3288018
6388,tt8068268
6389,tt17522070
6390,tt17506536
6391,tt11798224
6392,tt2399071
6393,tt1666934
6394,tt15978436
6395,tt22094384
6396,tt14293152
6397,tt9067790
6398,tt15867170
6399,tt0490424
6400,tt16406488
6401,tt3844060
6402,tt6651860
6403,tt17499424
6404,tt10450692
6405,tt3433310
6406,tt4326976
6407,tt15714920
6408,tt10557686
6409,tt11110806
6410,tt1685168
6411,tt7174122
6412,tt0640246
6413,tt1677981
6414,tt12636202
6415,tt13564204
6416,tt21358332
6417,tt1922975
6418,tt17518892
6419,tt9604162
6420,tt8822208
6421,tt6288528
6422,tt4607134
6423,tt8347406
6424,tt6204480
6425,tt1830968
6426,tt8669634
6427,tt1570208
6428,tt27563811
6429,tt15260734
6430,tt2300173
6431,tt5337060
6432,tt20356800
6433,tt1928427
6434,tt10285872
6435,tt7232894
6436,tt3738396
6437,tt4960888
6438,tt0219417
6439,tt19385786
6440,tt0195506
6441,tt11351752
6442,tt13019734
6443,tt11902344
6444,tt9862208
6445,tt0366507
6446,tt4258030
6447,tt1625464
6448,tt4245356
6449,tt3684332
6450,tt8125022
6451,tt4976654
6452,tt12058648
6453,tt11863996
6454,tt3280432
6455,tt9914702
6456,tt18335768
6457,tt10585606
6458,tt6317634
6459,tt9136958
6460,tt14737588
6461,tt15306726
6462,tt0264170
6463,tt13889148
6464,tt13827204
6465,tt4287714
6466,tt0034413
6467,tt27112328
6468,tt14122732
6469,tt1184850
6470,tt23630848
6471,tt14847290
6472,tt8685330
6473,tt7653630
6474,tt3717310
6475,tt12936852
6476,tt24017268
6477,tt10237164
6478,tt7135608
6479,tt22876590
6480,tt4932094
6481,tt21931258
6482,tt3325356
6483,tt12705150
6484,tt27389509
6485,tt7027628
6486,tt14184780
6487,tt3548164
6488,tt11795992
6489,tt6725622
6490,tt8210910
6491,tt7780310
6492,tt10615574
6493,tt5052040
6494,tt10277466
6495,tt4688798
6496,tt4754820
6497,tt13226698
6498,tt10775196
6499,tt13450658
6500,tt9092268
6501,tt0043284
6502,tt19858970
6503,tt5570540
6504,tt5912310
6505,tt2927006
6506,tt0755908
6507,tt13208052
6508,tt0808237
6509,tt0419803
6510,tt1812490
6511,tt0158709
6512,tt14658578
6513,tt0279496
6514,tt8223162
6515,tt11993404
6516,tt24239870
6517,tt0802619
6518,tt16960690
6519,tt14857770
6520,tt27552104
6521,tt0490723
6522,tt15398588
6523,tt25502350
6524,tt9590924
6525,tt12256456
6526,tt5259072
6527,tt14273902
6528,tt0075921
6529,tt9260178
6530,tt13008966
6531,tt15399152
6532,tt10753106
6533,tt3914850
6534,tt1612277
6535,tt4871882
6536,tt2345803
6537,tt1869726
6538,tt3964224
6539,tt1500357
6540,tt14709210
6541,tt12396848
6542,tt10496276
6543,tt4492856
6544,tt7467466
6545,tt2314730
6546,tt1851991
6547,tt13576046
6548,tt10909682
6549,tt6711398
6550,tt25397062
6551,tt1508320
6552,tt3028296
6553,tt1823522
6554,tt9370118
6555,tt10984670
6556,tt7735636
6557,tt1475914
6558,tt3447590
6559,tt1561462
6560,tt5200576
6561,tt0355787
6562,tt1565070
6563,tt0267225
6564,tt24081300
6565,tt4404880
6566,tt12060960
6567,tt5357328
6568,tt0116974
6569,tt9121126
6570,tt7543212
6571,tt0169828
6572,tt21319170
6573,tt13921498
6574,tt27162541
6575,tt0233461
6576,tt10816544
6577,tt7560914
6578,tt9116378
6579,tt9626990
6580,tt0012862
6581,tt2321429
6582,tt15956926
6583,tt21046050
6584,tt12857496
6585,tt11980888
6586,tt27571987
6587,tt5988728
6588,tt4417230
6589,tt22164814
6590,tt12107202
6591,tt25435656
6592,tt2370647
6593,tt21075582
6594,tt4788934
6595,tt3344334
6596,tt11159366
6597,tt8845700
6598,tt26670835
6599,tt9549470
6600,tt8645640
6601,tt0210014
6602,tt0397200
6603,tt27049545
6604,tt15620172
6605,tt15655702
6606,tt0930050
6607,tt9190420
6608,tt19759320
6609,tt4547962
6610,tt5075460
6611,tt3833372
6612,tt1492544
6613,tt0875278
6614,tt0386726
6615,tt26907360
6616,tt15693628
6617,tt2008362
6618,tt11578788
6619,tt18556236
6620,tt7773898
6621,tt10147148
6622,tt10429140
6623,tt2244857
6624,tt4127368
6625,tt1383888
6626,tt11716232
6627,tt12740668
6628,tt3112074
6629,tt0002285
6630,tt3413792
6631,tt0361117
6632,tt0648473
6633,tt21885876
6634,tt5654278
6635,tt20120734
6636,tt14540034
6637,tt5396514
6638,tt5435450
6639,tt1050086
6640,tt26939678
6641,tt10245370
6642,tt6492908
6643,tt4683796
6644,tt2271296
6645,tt4457256
6646,tt11936338
6647,tt12581476
6648,tt9157056
6649,tt0428607
6650,tt12347346
6651,tt13459156
6652,tt11938278
6653,tt24053550
6654,tt0203613
6655,tt14080756
6656,tt2621026
6657,tt5542208
6658,tt2448898
6659,tt0982291
6660,tt13383726
6661,tt15191530
6662,tt14399728
6663,tt9354700
6664,tt0156459
6665,tt13807002
6666,tt15068754
6667,tt2287631
6668,tt7369204
6669,tt4862370
6670,tt1742754
6671,tt2381488
6672,tt9740556
6673,tt3498292
6674,tt3330466
6675,tt22892506
6676,tt0901862
6677,tt11036494
6678,tt1458006
6679,tt5710888
6680,tt7498802
6681,tt11014946
6682,tt5508502
6683,tt10915558
6684,tt27495800
6685,tt6258622
6686,tt27494617
6687,tt6144338
6688,tt2079875
6689,tt6020592
6690,tt1074301
6691,tt3865328
6692,tt17351808
6693,tt11199072
6694,tt0143001
6695,tt7629318
6696,tt13485638
6697,tt10515952
6698,tt0379582
6699,tt6581616
6700,tt5292078
6701,tt0307978
6702,tt14908682
6703,tt1984885
6704,tt2097362
6705,tt8707486
6706,tt13292332
6707,tt10834652
6708,tt8191068
6709,tt14653152
6710,tt16171460
6711,tt0174973
6712,tt8380292
6713,tt21806194
6714,tt0126762
6715,tt3683814
6716,tt16462862
6717,tt12469252
6718,tt0305404
6719,tt8347438
6720,tt16447550
6721,tt9801346
6722,tt1868421
6723,tt4510112
6724,tt2940076
6725,tt8794510
6726,tt27012353
6727,tt9761274
6728,tt11148506
6729,tt26775883
6730,tt0116336
6731,tt2718280
6732,tt14982942
6733,tt11340816
6734,tt0996257
6735,tt1055731
6736,tt7697862
6737,tt14366010
6738,tt4427354
6739,tt4627894
6740,tt5988098
6741,tt9043814
6742,tt1299395
6743,tt1334730
6744,tt0014351
6745,tt10219686
6746,tt27533204
6747,tt15969634
6748,tt4042116
6749,tt21077076
6750,tt5397202
6751,tt15385948
6752,tt13841760
6753,tt21966850
6754,tt13448828
6755,tt0904035
6756,tt16148484
6757,tt13811152
6758,tt6680980
6759,tt0052335
6760,tt5212202
6761,tt1730223
6762,tt1579590
6763,tt12430594
6764,tt26597495
6765,tt5412962
6766,tt15788376
6767,tt1949204
6768,tt12609698
6769,tt0113705
6770,tt0016716
6771,tt11754138
6772,tt11529628
6773,tt10201746
6774,tt6031086
6775,tt13703454
6776,tt20875694
6777,tt9235552
6778,tt10523490
6779,tt0201068
6780,tt15723596
6781,tt9366276
6782,tt15070498
6783,tt2927464
6784,tt3212152
6785,tt1472831
6786,tt4475976
6787,tt11495410
6788,tt8192036
6789,tt1039795
6790,tt11593928
6791,tt2262608
6792,tt0123705
6793,tt2839016
6794,tt14995636
6795,tt13152930
6796,tt5993676
6797,tt4147112
6798,tt7633934
6799,tt0847822
6800,tt1813123
6801,tt11453892
6802,tt17278624
6803,tt6984576
6804,tt13762492
6805,tt11866898
6806,tt2615978
6807,tt27219243
6808,tt1638014
6809,tt21898844
6810,tt6684808
6811,tt9616722
6812,tt1082970
6813,tt1420128
6814,tt14209748
6815,tt12988974
6816,tt7218460
6817,tt15143254
6818,tt12136214
6819,tt8853560
6820,tt13134418
6821,tt1347175
6822,tt23770418
6823,tt1185521
6824,tt10302560
6825,tt6309710
6826,tt9797244
6827,tt0834692
6828,tt6564006
6829,tt13242214
6830,tt11672052
6831,tt10332534
6832,tt14101810
6833,tt8886166
6834,tt0165203
6835,tt21836672
6836,tt0635203
6837,tt1174880
6838,tt22775960
6839,tt1404111
6840,tt8230042
6841,tt8109342
6842,tt15786312
6843,tt3359146
6844,tt5932480
6845,tt11332378
6846,tt3585720
6847,tt6463204
6848,tt15075996
6849,tt27483965
6850,tt6191156
6851,tt9678164
6852,tt0079123
6853,tt19652628
6854,tt10879496
6855,tt2210457
6856,tt1799633
6857,tt7384850
6858,tt0500048
6859,tt1302849
6860,tt10280490
6861,tt6374526
6862,tt13349862
6863,tt21657122
6864,tt0729791
6865,tt14386820
6866,tt0015287
6867,tt1309266
6868,tt1913528
6869,tt6823532
6870,tt1376748
6871,tt0642107
6872,tt1532602
6873,tt12182772
6874,tt13339968
6875,tt9811332
6876,tt12358762
6877,tt10325860
6878,tt4854036
6879,tt7558680
6880,tt2276937
6881,tt2355299
6882,tt10466916
6883,tt1172913
6884,tt4864838
6885,tt13487456
6886,tt0448944
6887,tt12065302
6888,tt10532544
6889,tt8804762
6890,tt16353768
6891,tt8353778
6892,tt0356029
6893,tt10305410
6894,tt5689014
6895,tt7443370
6896,tt10892868
6897,tt1488325
6898,tt18564748
6899,tt4404070
6900,tt0159269
6901,tt21347464
6902,tt12965226
6903,tt5313876
